rounds,EBDP,PPIC_alpha2.0,PPIC_alpha1.5,PPIC_alpha1.0,PPIC_alpha0.5,PPIC_alpha0.1
244,0.46560948,0.4600447716,0.4753507517,0.4692014578,0.4896817506,0.4654303944
245,0.4682011873,0.458140884,0.4733641865,0.4671815664,0.4881431547,0.4678310286
246,0.4658735822,0.4602431623,0.4714945201,0.4690674325,0.48629828,0.4703439212
247,0.4666517537,0.4584251678,0.4737444922,0.4712949057,0.4844654834,0.4727110977
248,0.4663610808,0.4606984964,0.4720223791,0.4734894321,0.4825293707,0.4706729579
249,0.4641147778,0.4589841858,0.4741772819,0.4720414069,0.4805163125,0.4717252765
250,0.4667109812,0.4572297414,0.4762829779,0.4700653198,0.4825424553,0.4698443778
251,0.4643497796,0.4553741148,0.4781764959,0.4720537331,0.4807327442,0.4721465299
252,0.46234213,0.4537109677,0.4802647776,0.4701166377,0.4788265944,0.4700830169
253,0.4649423003,0.4518890517,0.478448809,0.4681595167,0.4801216234,0.468114808
254,0.4645807677,0.4500275562,0.4765168763,0.4703810235,0.4822971942,0.4704316449
255,0.4625753386,0.4522216229,0.4746892145,0.4723971397,0.4804197166,0.4686213133
256,0.4604937047,0.4543141995,0.476779399,0.4744786167,0.478463961,0.4666717168
257,0.4609414881,0.452619213,0.4749532263,0.4725823979,0.4802880564,0.4646341229
258,0.458619506,0.4547094598,0.4770855488,0.470666531,0.4817993511,0.4627300737
259,0.4582452381,0.4566881786,0.4791075398,0.4687494702,0.4837467603,0.4649818863
260,0.4586610357,0.45883451,0.4771985572,0.4669683345,0.4818895069,0.4639386925
261,0.4565103983,0.4609451217,0.4754267499,0.4651958834,0.4800005364,0.4649684929
262,0.4572553709,0.4592634612,0.4772955241,0.4670158722,0.4787824877,0.4636754994
263,0.4550181015,0.4575782096,0.4754786412,0.4689083932,0.4802762,0.46564786
264,0.4544025372,0.4596747782,0.4774531571,0.4670713181,0.4791190312,0.467589016
265,0.4552915398,0.4579250377,0.4756002754,0.4652015213,0.4775440873,0.4688893864
266,0.4577750152,0.4561342066,0.4738700817,0.4672684812,0.4757568373,0.467444963
267,0.4556637791,0.4544724161,0.4757697881,0.4655577542,0.4738822227,0.4693765958
268,0.4538120466,0.4527366464,0.4740637726,0.4676241628,0.4751313929,0.47147318
269,0.4561585034,0.45472012,0.4759112255,0.4696854936,0.4769257721,0.4698057203
270,0.4587484094,0.4567857663,0.4778073403,0.4679542384,0.4752042574,0.4719486391
271,0.4567688393,0.4551147315,0.4761817826,0.469840656,0.4770328343,0.4733576884
272,0.4592602192,0.4571643691,0.474520728,0.471565881,0.4752064725,0.4716338557
273,0.4572592419,0.4591057349,0.4764973732,0.473430199,0.4740408494,0.4735491369
274,0.4594131236,0.4575327289,0.4748482708,0.4719964034,0.4723224356,0.4717335229
275,0.4615083471,0.4594024896,0.4767611083,0.4701775976,0.4740227598,0.4706609038
276,0.4639396255,0.4577829318,0.4786785031,0.4718729421,0.4723044956,0.4687927165
277,0.4661480586,0.4561455171,0.4770499417,0.4701071347,0.4741280677,0.4701511462
278,0.4643431295,0.4579738205,0.4754266036,0.4716675155,0.4759056921,0.4723996568
279,0.4668296133,0.459952647,0.4737827376,0.4736577961,0.477640096,0.4705949827
280,0.464808926,0.4583576008,0.4755898711,0.4756486962,0.4760185332,0.4726439669
281,0.4640735423,0.4602423399,0.4739864428,0.4775988908,0.4777747486,0.4710181373
282,0.462040026,0.4586634777,0.4722518404,0.4758172994,0.4760393352,0.4699956699
283,0.4628407947,0.4604733296,0.4706238051,0.4775514903,0.477713519,0.4719207475
284,0.4653199426,0.4588865396,0.4689193766,0.4758324124,0.4794079559,0.4701871999
285,0.4674416819,0.4608617808,0.4708159264,0.4777468585,0.4777027942,0.4722881277
286,0.4654674477,0.4627786925,0.4726997108,0.4761860805,0.4796527302,0.4704291818
287,0.4673201478,0.4646658819,0.4711083121,0.4744349475,0.478157581,0.4724911376
288,0.4670619518,0.4631226771,0.4728899313,0.4727138076,0.479905097,0.4737804413
289,0.4651325942,0.4649855875,0.4745718942,0.4711045392,0.4788600291,0.4757883838
290,0.4659160138,0.4667847995,0.472892978,0.4696807917,0.4772259389,0.474089794
291,0.4681737244,0.4651600921,0.4712706612,0.4679762396,0.4757017618,0.4758398683
292,0.466524951,0.4669267688,0.4731286219,0.4696747877,0.4775419683,0.4742860309
