rounds,EBDP,PPIC_alpha2.0,PPIC_alpha1.5,PPIC_alpha1.0,PPIC_alpha0.5,PPIC_alpha0.1
184,0.4697908559,0.4498976783,0.4449144436,0.4522005999,0.4556712711,0.4654613309
185,0.4690143319,0.4473698853,0.4479183106,0.4550829553,0.4529359124,0.4666757235
186,0.4708430394,0.450206691,0.4510026848,0.457887528,0.4505883125,0.464502738
187,0.4699886803,0.4477113528,0.4540441103,0.4551726852,0.4534284272,0.461827896
188,0.4674717489,0.4451916398,0.4516660268,0.4581426362,0.451032314,0.4596232894
189,0.470039136,0.4482621946,0.4491709666,0.4611886959,0.4540421357,0.4585898719
190,0.4710651211,0.4463477162,0.4520948236,0.4640567927,0.4553043788,0.4617693238
191,0.4681128866,0.4440902498,0.4549601774,0.4614971419,0.458324967,0.4647028562
192,0.465176337,0.4471539714,0.4532706845,0.4588984453,0.4557710845,0.4621147384
193,0.462365169,0.4447082951,0.4509277722,0.4619363984,0.4530610154,0.4596095881
194,0.4595925491,0.4429183017,0.4486565444,0.4604105309,0.4563054739,0.4570959844
195,0.4626412847,0.4410182035,0.4510154068,0.457860695,0.4539819898,0.4543594331
196,0.4611917495,0.4388159156,0.4539766308,0.456398853,0.4513634987,0.4517358205
197,0.458592002,0.4418350208,0.4522614718,0.4540460443,0.4488474792,0.4510618471
198,0.461375481,0.4396430057,0.4503413972,0.456792617,0.4462539981,0.450650722
199,0.4645110106,0.4374476906,0.4530019427,0.459224475,0.4443618911,0.4537035418
200,0.4676392521,0.4398098106,0.4553796656,0.4620241545,0.4418346421,0.4572273801
201,0.4652369721,0.4427128453,0.4580326181,0.46489059,0.4447657678,0.4546076132
202,0.4639661219,0.4404237668,0.4556105412,0.4626761056,0.4462261473,0.4519137342
203,0.4616162453,0.4431815513,0.4532626477,0.4606682945,0.4493156691,0.4523612277
204,0.4590418285,0.4411013266,0.4510781425,0.4583620332,0.4467437599,0.4496602088
205,0.4607616369,0.4389650056,0.4487431059,0.4560916027,0.449871308,0.4472413411
206,0.4599683115,0.4412138628,0.4465800688,0.4587929328,0.4523837105,0.4465922357
207,0.4625032789,0.4438828536,0.4493777121,0.4616676162,0.4548641131,0.4480742885
208,0.4654098367,0.4420516838,0.4472062868,0.4591932258,0.453035446,0.4457945293
209,0.4629989124,0.439942832,0.4449675042,0.4568008175,0.4504428237,0.4485211741
210,0.4605303014,0.4377701662,0.4427069676,0.4544715643,0.4483372514,0.4477162599
211,0.4585048146,0.4406057929,0.4453936312,0.4529661654,0.4513922769,0.45072987
212,0.4574048761,0.4433812496,0.4431225863,0.4557401815,0.4543378654,0.4481204188
213,0.4567582398,0.441635751,0.4459437017,0.4584873981,0.4572800594,0.4455996438
214,0.4598781663,0.4395681388,0.4485131399,0.4562762742,0.4586776214,0.4430709372
215,0.4575105388,0.4422117036,0.4510941187,0.4589030531,0.4561565167,0.4463694464
216,0.4602371058,0.4447491575,0.4537563666,0.4613330347,0.4574236705,0.4474528415
217,0.463001959,0.442738507,0.4515127917,0.4591629519,0.4550804258,0.4451562314
218,0.4617419237,0.4406256098,0.4539507309,0.4619157439,0.4538985121,0.4481146086
219,0.462637733,0.4431850189,0.4564553673,0.4641847038,0.4566350302,0.4510205786
220,0.4654327526,0.4458253565,0.4543655714,0.4620687865,0.4592094422,0.4483176741
221,0.4634731764,0.448460824,0.452747742,0.4645987696,0.4568430729,0.4459107163
222,0.4661435357,0.4463605303,0.4507231629,0.4663831691,0.4593985649,0.4433661538
